text,claim_EN,label,vaccine_type,is_covid,source,url
Хэрэв хүн амын дархлаа тогтцыг зохих түвшинд хүргэж чадахгүй бол вакцинаар сэргийлдэг өвчнүүд эргэн тархах эрсдэлтэй.,"If population immunity is not kept at a sufficient level, vaccine-preventable diseases risk returning.",0,general,0,iToim,https://itoim.mn/article/7AtYk/23040
"Хэрэв хүмүүс вакцинд хамрагдахгүй бол хөхүүл ханиад, халдварт саа, улаанбурхан зэрэг мартагдсан өвчнүүд эргэн тархаж болзошгүй.","If people do not get vaccinated, forgotten diseases such as whooping cough, polio and measles could return.",0,general,0,iToim,https://itoim.mn/article/7AtYk/23040
Вакцинд хамрагдах хоёр үндсэн шалтгаан бол өөрийгөө болон эргэн тойрны хүмүүсээ хамгаалах явдал юм.,The two main reasons to get vaccinated are to protect yourself and the people around you.,0,general,0,iToim,https://itoim.mn/article/7AtYk/23040
"Энэ бол олон цэнт вакцины найрлаганд хамгийн өргөн хэрэглэгддэг, аюулгүй нь бүрэн нотлогдсон бодис юм.","This is the most widely used ingredient in multivalent vaccines, and its safety has been fully proven.",0,general,0,iToim,https://itoim.mn/article/7AtYk/23040
"Зохих нөхцөлд хадгалах нь вакцины үйлчлэл, аюулгүй байдал, үр дүнг бүрэн хадгалах үндэс болдог.","Proper storage is the basis for fully preserving a vaccine's action, safety and effectiveness.",0,general,0,iToim,https://itoim.mn/a/2025/07/01/health/jzo
"Архи, спирт чинь вакцины хорны эсрэг бодис байсан байна шүү дээ. Ийм л АУ, ШУ Монголд үйлчилж байна даа",Alcohol/spirits turned out to be an antidote to the vaccine's poison — this is the kind of medical science operating in Mongolia.,1,general,0,MFCC,https://mfcc.mn/factcheck-1789/
Ц.Өлзийтогтох: Товлолт вакцин гэдэг шинжлэх ухааны ойлголт дэлхий дээр байхгүй,Ts.Ulziitogtokh: 'routine vaccination' is not a scientific concept that exists anywhere in the world,1,general,0,FactCheck.mn,https://factcheck.mn/post/9159
"Вакцины хоруу чанар маш их нэмэгдэж, хуучныхтай огт адилгүй болсон",Vaccines have become far more toxic and are completely unlike the old ones,1,general,0,FactCheck.mn,https://factcheck.mn/post/8914
"Монголд төрж өсөж буй 10 хүүхдийн 4 нь аутизм-тай болж байгаа гэж сэтгэцийн эмч нар хэлж байгаа шүү…гамшиг биш гэж үү!?!? ………………………… Нярайг төрөөд 24 цаг болоогүй байхад 3 хор нэг дор шхчихаад “угаасаа аутизмтай, элдэв өвчтэй төрсөн” гэж хуцаж, эрэмдэг зэрэмдэг болсны шалтгааныг нь байчхаад утаа руу хүртэл чихэж байгаа. Тэгвэл 3 сар хүртэл нь ямар ч вкцин хийхгүй байх туршилт явуулахыг төр засгаас шаардацгаая.","Psychiatrists say 4 out of every 10 children born and raised in Mongolia are becoming autistic — isn't that a catastrophe?! They cram three poisons at once into a newborn less than 24 hours old, then claim the child was 'born autistic or sick' and even blame smoke for the disability. Let's demand the state run a trial of giving no vaccines at all until 3 months of age.",1,general,0,FactCheck.mn,https://factcheck.mn/post/8911
О наснаас товлолт вакцин шахуулсан хүүхдүүд анхаарал төвлөрөлт муутай,Children given routine vaccines from birth have poor concentration,1,general,0,FactCheck.mn,https://factcheck.mn/post/8903
Бидний үр хүүхэд туршилтын харх биш !!!” гэсэн лайв видеог 2024.11.23-нд хийсэн.,'Our children are not lab rats!!!' — posted as a live video on 2024-11-23.,1,general,0,FactCheck.mn,https://factcheck.mn/post/8900
"Вакцинжуулалт бол дархлаажуулалт биш болсон гэдгийг Японд сурдаг эрдэмтэд гаргаж ирж байгаа. Нямбаяр гэж Японд сурдаг доктор бас хэлсэн байгаа, вакцинжуулалт бол дархлаажуулалт биш гэж. Нямбаяр гээд дархлаа судлаач бол АШУҮИС-ийн зөвлөх профессор хүн юм байна” гэж Бадарч Бямбадулам хэлээд “Одоогоор дархлааг гаднаас дэмжих боломжгүй. Ихэнх тохиолдолд дархлаа дэмжинэ гэсэн бэлдмэлүүд нь шинжлэх ухааны нотолгоогүй бизнесийн шинж чанартай байдаг.","It is currently not possible to boost immunity from outside. In most cases the products claiming to boost immunity are commercial in nature with no scientific proof. Even worldwide, such products are not given to indigenous populations. People don't understand that you cannot forcibly restore or repair your immunity the way you fix a car. They mistakenly think an injection cures everything.",1,general,0,FactCheck.mn,https://factcheck.mn/post/8886
"ҮСХ-ны судалгаагаар 10000 хүн тутамд шинээр илэрч байгаа хавдрын тоо сүүлийн 2013 оноос хойш огцом өөрчлөгдөөгүй. Аль ч вакцин таны ДНХ-тэй ямар нэгэн байдлаар харилцан үйлчлэлцдэггүй бөгөөд өөрчилдөггүй тул хорт хавдар үүсгэдэггүй. Вакцин хорт хавдрыг өдөөж, өсгөдөг гэдэг ямар ч мэдээлэл байхгүй.","According to National Statistics Office data, the number of newly detected cancers per 10,000 people has not changed sharply since 2013. No vaccine interacts with or alters your DNA in any way, so it does not cause cancer. There is no information that vaccines trigger or promote cancer.",1,general,0,FactCheck.mn,https://factcheck.mn/post/6432
"Вакцин хүүхдүүдийн үхлийг 8,200% өсгөсөн","The vaccine increased child deaths by 8,200%",1,general,0,FactCheck.mn,https://factcheck.mn/post/6343
Хөхний сүүгээр дамжин нялх хүүхдүүд вакцинд хордож байгаа,Infants are being poisoned by the vaccine through breast milk,1,general,0,FactCheck.mn,https://factcheck.mn/post/6265
Вакцин хийлгэсэн 2 хүн тутмын 1нь сэтгэцийн асуудалтай,One in every two vaccinated people has a mental-health problem,1,general,0,FactCheck.mn,https://factcheck.mn/post/6163
"Баримтыг нягтлагч олон улсын анхны санаачлагч Poynter институт цар тахлын үед олон нийтийн сүлжээнд гарч байгаа ташаа мэдээллийг нягталж, олон нийтэд хүргэх ажлыг түүчээлж буй. Өнгөрсөн хугацаанд олон нийтэд ташаа мэдээлэл хүргэж ирсэн АНУ-ын подкастын хөтлөгч уучлалт гуйсан талаар Poynter 2022.02.01-нд мэдээлснийг хүргэе.","The Poynter Institute, the first international initiative for fact-checking, is leading the work of checking misinformation on social media during the pandemic and bringing it to the public. Poynter reported on 2022-02-01 that a US podcast host who had spread inaccurate information to the public apologised.",1,general,0,FactCheck.mn,https://factcheck.mn/post/5363
"Жирэмсэн эхчүүд өөртөө ямар ч химийн хорт бодис вакцин бүү шахуулаачээ. Бас эрүүл саруул шинэ нялх үрсдээ төрөнгүүт нь элдэв өвчний вирус химийн хорт бодис хүнд металлын орцтой вакцин бүүр тариулаачээ. Жирэмсэн эхэд бас нялхаст төрөнгүүт нь химийн хор шахаж хордуулан элдэв өвчин генийн гажигт өртүүлчээд төрөлхийн гэнийн гажиг, шалтгаан тодорхойгүй өвчин бла бла гээд вакциныхаа гаж нөлөө хор нөлөөг нууж тархи угаагаад бна шүү дээ энэ ВАКЦИН- чин оркууд.","Pregnant mothers, do not let anyone inject you with vaccines full of chemical poisons. And do not let your healthy newborn babies be injected right after birth with vaccines containing disease viruses, chemical poisons and heavy metals. They inject pregnant mothers and newborns with chemical poison, exposing them to all sorts of disease and genetic defects, then hide the harms by calling it 'congenital genetic defects' and 'illness of unknown cause' — these VACCINE orcs are brainwashing us.",1,general,0,FactCheck.mn,https://factcheck.mn/post/5239
Эдгэрснээс 6 сар дотор вакцин хийлгэвэл дархлаа тогтоц тасалддаг,Getting vaccinated within six months of recovery disrupts the formation of immunity,1,general,0,FactCheck.mn,https://factcheck.mn/post/5164
Вакцин хийлгэсэн хүний тоогоор ДЭМБ Засгийн газарт 2000 доллар өгдөг,The WHO pays the government 2000 dollars per vaccinated person,1,general,0,FactCheck.mn,https://factcheck.mn/post/5141
Бүүстер тунг ДОХ-той хүмүүст л хийдэг,Booster doses are only given to people with AIDS,1,general,0,FactCheck.mn,https://factcheck.mn/post/5094
Вакцин унаган дархлааг дарангуйлж өвчинд өртөмхий болгодог,Vaccines suppress innate immunity and make people more susceptible to disease,1,general,0,FactCheck.mn,https://factcheck.mn/post/4988
"Дани, Герман, Швед, Афганистан, Япон вакциныг халсан","Denmark, Germany, Sweden, Afghanistan and Japan have abolished the vaccine",1,general,0,FactCheck.mn,https://factcheck.mn/post/4947
ДЭМБ 18 нас хүрээгүй хүүхдүүдийг вакцинжуулалтад хамруулахгүй байхыг зөвлөлөө,The WHO advised against vaccinating children under 18,1,general,0,FactCheck.mn,https://factcheck.mn/post/4679
"Вакциныг албадан хийж байгааг Нюрнбергийн шүүхээр ""Хоморголон устгах гэмт хэрэг"" гэж үзэн шүүж байна",Mandatory vaccination is being tried as a 'crime of genocide' at a Nuremberg court,1,general,0,FactCheck.mn,https://factcheck.mn/post/4568
Монголд вакцин хийлгэсэн иргэдийн гаранд соронз тогтож байна,Magnets stick to the arms of vaccinated people in Mongolia,1,general,0,FactCheck.mn,https://factcheck.mn/post/4596
"Монголд товлолт вакцинаас, 20 мянган хүүхэд аутизматай болж байна","In Mongolia, 20,000 children are becoming autistic from routine vaccines",1,general,0,FactCheck.mn,https://factcheck.mn/post/4433
ДЭМБ бол Хятадын Цэц! Харин хортой гэдгийг нь эрдэмтэд хэлээд эхэлчихлээ,"The WHO is China's puppet, and scientists have started saying the vaccine is harmful",1,general,0,FactCheck.mn,https://factcheck.mn/post/4345
Ерөнхий сайд: Дархлаажуулалтын хүчин чадлыг ХОЁР ДАХИН НЭМЭГДҮҮЛНЭ VS ЭМЯ: Дархлаажуулалтыг 15 хоногийн хугацаанд түр зогсооно,"PM: immunisation capacity will be doubled, vs Ministry of Health: immunisation will be paused for 15 days",1,general,0,FactCheck.mn,https://factcheck.mn/post/4215
Вакцинжуулалт бол дархлаажуулалт биш халдваржуулалт мөн,Vaccination is not immunisation but infection,1,general,0,FactCheck.mn,https://factcheck.mn/post/4202
"Ж.Занаа: Вакцин хийлгэсэнээр ДОХ-н синдром, дархлааны хомсдол гаж нөлөө болж илрэх болно",J.Zanaa: vaccination will cause AIDS syndrome and immune deficiency as side effects,1,general,0,FactCheck.mn,https://factcheck.mn/post/4102
УИХ-ын гишүүн М.Оюунчимэг: ДЭМБ-ын хүлээн зөвшөөрсөн 3 вакциныг авах бололцоо бий,MP M.Oyunchimeg: it is possible to obtain the three WHO-approved vaccines,1,general,0,FactCheck.mn,https://factcheck.mn/post/3958
Вакцин хийнэ гэдэг чинь хүний дархлалын системийг сөнөөнө гэсэн үг,Getting vaccinated means destroying the human immune system,1,general,0,FactCheck.mn,https://factcheck.mn/post/3945
"Ж.Занаа: Д, Ц аминдэм байхад л болоод байгаа юмыг заавал вакцин гэж дайраад байх юм","J.Zanaa: vitamins D and C are enough, so there is no need to push vaccines",1,general,0,FactCheck.mn,https://factcheck.mn/post/2112
"Элэг, уушгины хорт хавдрыг хүний өөрийнх нь дархлааны эд эсэнд ургуулсан эд эсээр тарьж эмчилж эхэлснийг Путин зарласан",Putin announced that liver and lung cancers have begun to be treated by injecting tissue grown from the patient's own immune cells.,1,cancer,0,MFCC,https://mfcc.mn/factcheck-1766/
Хүн төрөлхтний түүхэнд анх удаагаа ОХУ хорт хавдрын вакцин бүтээснээ зарлав,Russia announced it has created the world's first cancer vaccine.,1,cancer,0,MFCC,https://mfcc.mn/factcheck-1258/
Чихрийн шижин өвчний эсрэг вакциныг албан ёсоор нэвтрүүллээ гэх агуулга бүхий мэдээллийг түгээжээ.,News spread that a diabetes vaccine has been officially introduced.,1,general,0,MFCC,https://mfcc.mn/blog-post-251-html/
Вакцинд үр хөврөлийн эд агуулагддаггүй; зарим вакцины вирусийг өсгөхөд үр хөврөлийн эсийг ашигладаг ч вакцин өөрөө тэдгээр эсийг агуулдаггүй.,"Vaccines do not contain fetal tissue; although fetal cells are used to grow some vaccine viruses, the vaccines themselves do not contain those cells.",0,general,0,Cook County Public Health,https://cookcountypublichealth.org/communicable-diseases/immunization-resources/measles-myths-vs-facts/
CNN Монгол Улсыг хятад вакцины туршилтад ороод сүйрч байна гэж мэдээлсэн,CNN reported that Mongolia is collapsing after entering a Chinese vaccine trial.,1,COVID,1,FactCheck.mn,https://factcheck.mn/post/4669
Л.Энхсайхан: Вакцин хийлгэсэн бол ойрын хугацаанд жирэмсэн болохоос аль болох хамгаалах хэрэгтэй,"L. Enkhsaikhan: if you have been vaccinated, protect yourself as much as possible against becoming pregnant in the near future.",1,COVID,1,FactCheck.mn,https://factcheck.mn/post/4211
"КОВИД-19-ийн вакцин аюулгүй, үр дүнтэй бөгөөд хүнд өвчлөл, эмнэлэгт хэвтэх, нас барах эрсдэлийг эрс бууруулдаг.","COVID-19 vaccines are safe and effective and greatly reduce the risk of severe illness, hospitalisation and death.",0,COVID,1,US CDC,https://www.cdc.gov/covid/vaccines/how-they-work.html
КОВИД-19-ийн вакцинд амьд вирус агуулагддаггүй тул танд КОВИД-19-өөр өвчлүүлж чадахгүй.,COVID-19 vaccines contain no live virus and cannot give you COVID-19.,0,COVID,1,US CDC,https://www.cdc.gov/covid/vaccines/how-they-work.html
мРНХ-ийн КОВИД-19 вакцин эсийн цөмд ордоггүй бөгөөд таны ДНХ-г өөрчилдөг нь батлагдаагүй.,mRNA COVID-19 vaccines do not enter the cell nucleus and have not been shown to alter your DNA.,0,COVID,1,FactCheck.org (SciCheck),https://www.factcheck.org/misconceptions/vaccination/
"КОВИД-19-ийн вакцинууд зөвшөөрөгдөхөөсөө өмнө өргөн хэмжээний эмнэлзүйн туршилт, аюулгүй байдлын хатуу хяналтыг давсан.",COVID-19 vaccines went through large-scale clinical trials and rigorous safety review before authorisation.,0,COVID,1,US CDC,https://www.cdc.gov/covid/vaccines/how-they-work.html
"мРНХ-ийн вакцины технологийг КОВИД-19-өөс өмнө томуу, Зика, галзуу зэрэг өвчний эсрэг олон жил судалж байсан.","mRNA vaccine technology had been studied for years before COVID-19, including for flu, Zika and rabies.",0,COVID,1,US CDC,https://www.cdc.gov/covid/vaccines/how-they-work.html
КОВИД-19-ийн вакцины ноцтой гаж нөлөө ховор бөгөөд вакцины аюулгүй байдлыг тасралтгүй хянадаг.,"Serious side effects from COVID-19 vaccines are rare, and vaccine safety is continuously monitored.",0,COVID,1,US CDC,https://www.cdc.gov/covid/vaccines/how-they-work.html
ХПВ-ийн вакцин умайн хүзүүний хорт хавдрын ихэнх тохиолдлоос сэргийлж чадна.,HPV vaccination can prevent most cases of cervical cancer.,0,HPV,0,World Health Organization,https://www.who.int/teams/immunization-vaccines-and-biologicals/diseases/human-papillomavirus-vaccines-(HPV)
"ХПВ-ийн вакцин нь дэлхий даяар умайн хүзүүний хорт хавдрын ойролцоогоор 70%-ийг үүсгэдэг ХПВ-ийн 16, 18-р төрлийн эсрэг өндөр үр дүнтэй.","HPV vaccines are highly effective against HPV types 16 and 18, which cause about 70% of cervical cancers worldwide.",0,HPV,0,World Health Organization,https://www.who.int/teams/immunization-vaccines-and-biologicals/diseases/human-papillomavirus-vaccines-(HPV)
Английд ХПВ-ийн вакцин хийлгэсэн эмэгтэйчүүдийн умайн хүзүүний хорт хавдрын түвшин вакцин хийлгээгүй эмэгтэйчүүдтэй харьцуулахад ойролцоогоор 84%-иар бага байсан.,"In England, women who received the HPV vaccine had roughly an 84% lower rate of cervical cancer than unvaccinated women.",0,HPV,0,Systematic review (PMC),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11281456/
"ХПВ-ийн вакцин нь бэлэг эрхтний үүд, түүнчлэн шулуун гэдэс, залгиур зэрэг ХПВ-тэй холбоотой бусад хорт хавдрыг мөн бууруулдаг.","The HPV vaccine also reduces genital warts and other HPV-related cancers, such as anal and oropharyngeal cancer.",0,HPV,0,US National Cancer Institute,https://www.cancer.gov/about-cancer/causes-prevention/risk/infectious-agents/hpv-vaccine-fact-sheet
"MMR (улаанбурхан, гахайн хавдар, улаанууд)-ын вакцины хоёр тун улаанбурхнаас сэргийлэхэд ойролцоогоор 97% үр дүнтэй.",Two doses of the MMR vaccine are about 97% effective at preventing measles.,0,measles,0,US CDC,https://www.cdc.gov/measles/about/index.html
MMR вакцин аутизм үүсгэдэггүй бөгөөд үүнийг олон арван жилийн судалгаагаар баталсан.,The MMR vaccine does not cause autism; this has been confirmed by decades of research.,0,measles,0,World Health Organization,https://www.who.int/news/item/11-12-2025-who-expert-group-s-new-analysis-reaffirms-there-is-no-link-between-vaccines-and-autism
Ихэнх хүнд MMR вакцин улаанбурхнаас насан туршийн хамгаалалт олгодог.,"For most people, the MMR vaccine provides lifelong protection against measles.",0,measles,0,IDSA,https://www.idsociety.org/ID-topics/infectious-disease/measles/know-the-facts
"Улаанбурхан бол хамгийн халдвартай өвчнүүдийн нэг бөгөөд халдварт өртсөн, дархлаагүй 10 хүн тутмын ойролцоогоор 9 нь халдвар авдаг.",Measles is one of the most contagious diseases: about 9 out of 10 unprotected people who are exposed will be infected.,0,measles,0,IDSA,https://www.idsociety.org/ID-topics/infectious-disease/measles/know-the-facts
"Гепатит В-ийн вакцин нь гепатит В-ийн халдвар болон түүний хүндрэл, тэр дундаа элэгний хорт хавдраас сэргийлэх хамгийн сайн арга юм.","Hepatitis B vaccination is the best way to prevent hepatitis B infection and its complications, including liver cancer.",0,hepatitis_B,0,NFID,https://www.nfid.org/immunization/vaccines-and-liver-disease/
Бүх насанд хүрэгчид гепатит В-ийн шинжилгээг дор хаяж нэг удаа өгөх ёстой бөгөөд 19-59 насны хүмүүст гепатит В-ийн вакцин хийлгэхийг зөвлөдөг.,"All adults should be tested for hepatitis B at least once, and hepatitis B vaccination is recommended for adults aged 19 to 59.",0,hepatitis_B,0,NFID,https://www.nfid.org/immunization/vaccines-and-liver-disease/
Томуугийн вакцин танд томуу тусгаж чадахгүй; тарьдаг томуугийн вакцин идэвхгүйжүүлсэн вирус эсвэл вирусийн ганц уураг ашигладаг.,The flu vaccine cannot give you the flu; injectable flu vaccines use an inactivated virus or a single viral protein.,0,influenza,0,US CDC,https://www.cdc.gov/flu/prevention/misconceptions.html
"Жил бүр томуугийн вакцин хийлгэх нь томуугаар өвдөх, эмнэлэгт хэвтэх, нас барах эрсдэлийг бууруулдаг.","Getting a flu vaccine every year lowers the risk of flu illness, hospitalisation and death.",0,influenza,0,US CDC,https://www.cdc.gov/flu/prevention/misconceptions.html
Вакцин хийлгэсэн хүн томуугаар өвдсөн ч томуугийн вакцин өвчнийг хөнгөвчилж чаддаг.,"Even when a vaccinated person still catches the flu, the flu vaccine can make the illness milder.",0,influenza,0,US CDC,https://www.cdc.gov/flu/prevention/misconceptions.html
"Сахуу-татран-хөхүүл ханиадны (DTP) вакцин хүүхдийг сахуу, татран, хөхүүл ханиад (коклюш)-аас хамгаалдаг.","The DTP vaccine protects children against diphtheria, tetanus and whooping cough (pertussis).",0,childhood,0,PAHO/WHO,https://www.paho.org/en/topics/immunization/debunking-immunization-myths
Нярайд сахуу-татран-хөхүүл ханиадны эхний вакциныг эхээсээ авсан эсрэгбиеийн хамгаалалт нь буурах үед ойролцоогоор хийдэг.,Babies are given the first diphtheria-tetanus-pertussis vaccine around the time the antibody protection from their mother fades.,0,childhood,0,PAHO/WHO,https://www.paho.org/en/topics/immunization/debunking-immunization-myths
"Полиомиелитийн вакцинжуулалт хоёроос бусад бүх оронд зэрлэг полиовирусыг зогсоож, 1988 оноос хойш ойролцоогоор 20 сая саажилтын тохиолдлоос сэргийлсэн.",Polio vaccination has stopped wild poliovirus in all but two countries and has prevented an estimated 20 million cases of paralysis since 1988.,0,childhood,0,US CDC,https://www.cdc.gov/global-polio-vaccination/about/index.html
"Олон арван жилийн судалгаа, олон зуун судалгаа вакцин ба аутизмын хооронд ямар ч холбоо байхгүйг харуулсан.",Decades of research and hundreds of studies show no link between vaccines and autism.,0,general,0,World Health Organization,https://www.who.int/news/item/11-12-2025-who-expert-group-s-new-analysis-reaffirms-there-is-no-link-between-vaccines-and-autism
Вакцинжуулалтаар олж авсан дархлаа нь өвчнөөр өвдөж олж авсан дархлаанаас илүү аюулгүй.,Immunity gained from vaccination is safer than immunity gained by catching the disease itself.,0,general,0,PAHO/WHO,https://www.paho.org/en/topics/immunization/debunking-immunization-myths
"Вакцины найрлага дахь бодисууд зөвхөн бага хэмжээгээр агуулагддаг бөгөөд аюулгүй, сайтар шалгагдсан байдаг.",Vaccine ingredients are present only in tiny amounts that are safe and have been thoroughly tested.,0,general,0,Cook County Public Health,https://cookcountypublichealth.org/communicable-diseases/immunization-resources/measles-myths-vs-facts/
"Вакцины ихэнх гаж нөлөө хөнгөн, түр зуурынх байдаг бөгөөд ноцтой гаж нөлөө маш ховор тохиолддог.","Most vaccine side effects are mild and temporary, and serious side effects are very rare.",0,general,0,US CDC,https://www.cdc.gov/covid/vaccines/how-they-work.html
"Вакцин бол хүнд өвчлөл, нас баралтаас сэргийлэх хамгийн үр дүнтэй, эрсдэл багатай аргуудын нэг юм.",Vaccines are among the most effective and lowest-risk ways to prevent serious disease and death.,0,general,0,PAHO/WHO,https://www.paho.org/en/topics/immunization/debunking-immunization-myths
"Вакцинжуулалтын түвшин буурвал вакцинаар сэргийлж болох өвчнүүд эргэн ирж, дэгдэлт үүсгэж болзошгүй.","If vaccination rates fall, vaccine-preventable diseases can return and cause outbreaks.",0,general,0,PAHO/WHO,https://www.paho.org/en/topics/immunization/debunking-immunization-myths
"Эрүүл хооллолт, витамин, нэмэлт тэжээл нь вакцины олгодог хамгаалалтыг орлож чадахгүй.","A healthy diet, vitamins or supplements cannot replace the protection that vaccines provide.",0,general,0,PAHO/WHO,https://www.paho.org/en/topics/immunization/debunking-immunization-myths
В.кцин бол хор юм.,The vaccine is poison.,1,COVID,1,FactCheck.mn,https://factcheck.mn/post/6441
В гепатитын эсрэг вакцин хийлгэснээр тухайн хүнийг В вирусын гаралтай элэгний өвчлөл болон хавдраас урьдчилан сэргийлэх боломжтой.,Getting the hepatitis B vaccine can prevent hepatitis B virus-related liver disease and cancer in a person.,0,hepatitis_B,0,itoim.mn,https://itoim.mn/article/WfIuP/21759
1991 оноос өмнө төрсөн хүмүүс В гепатитын эсрэг товлолын вакцинд хамрагдаагүй тул сайн дураараа энэ вакциныг хийлгэх хэрэгтэй.,"People born before 1991 were not covered by the scheduled hepatitis B vaccine, so they should get this vaccine voluntarily.",0,hepatitis_B,0,itoim.mn,https://itoim.mn/article/WfIuP/21759
"В гепатитын вакциныг хийлгэхийн өмнө В вирустэй эсэхээ шинжлүүлж, вирусгүй хүнд вакциныг хийдэг.","Before giving the hepatitis B vaccine, a person is tested for the B virus, and the vaccine is given to those without the virus.",0,hepatitis_B,0,itoim.mn,https://itoim.mn/article/WfIuP/21759
Монгол Улсад 0-15 хүртэлх насны хүүхдэд 12 халдварт өвчний эсрэг 8 төрлийн вакциныг товлолоор үнэ төлбөргүй хийдэг.,"In Mongolia, 8 types of vaccines against 12 infectious diseases are given free of charge on schedule to children aged 0-15.",0,childhood,0,itoim.mn,https://itoim.mn/article/WfIuP/21759
Монгол Улсад 0-5 насны хүүхдийн 95-аас дээш хувийг товлолын дархлаажуулалтад хамруулснаар тарилгатай халдварт өвчний томоохон дэгдэлтээс сэргийлж байна.,"In Mongolia, covering over 95% of children aged 0-5 with scheduled immunisation prevents major outbreaks of vaccine-preventable infectious diseases.",0,childhood,0,itoim.mn,https://itoim.mn/article/WfIuP/21759
"Хүний папиллома вирусийн халдварын эсрэг вакциныг товлолын дархлаажуулалтын хөтөлбөрт оруулж, 2024 оноос эхлэн 11 настай охид, хөвгүүдийг үнэ төлбөргүй дархлаажуулахаар болсон.","The HPV vaccine has been added to the scheduled immunisation programme, and from 2024 girls and boys aged 11 will be immunised free of charge.",0,HPV,0,itoim.mn,https://www.itoim.mn/a/2024/08/20/society/idz
"2011-2012 онуудад ХПВ вакциныг нэвтрүүлэх үед хуурамч, нотлогдоогүй мэдээлэл тарааснаас иргэдийг вакцинжуулах ажил зогсож байсан.","In 2011-2012, when the HPV vaccine was being introduced, the spread of false, unproven information halted the vaccination effort.",1,HPV,0,itoim.mn,https://www.itoim.mn/a/2024/08/20/society/idz
"Томуугийн вакциныг 6-59 сартай хүүхэд, 60-аас дээш настай хүмүүс, архаг суурь өвчтэй насанд хүрэгчид, жирэмсэн эмэгтэйчүүд, эрүүл мэндийн ажилтнууд болон өндөр эрсдэлт бүлгийн ажилчдад хийхийг зөвлөдөг.","The flu vaccine is recommended for children aged 6-59 months, people over 60, adults with chronic underlying conditions, pregnant women, health workers and high-risk group workers.",0,influenza,0,itoim.mn,https://itoim.mn/article/326fs/14377
"Томуугийн эсрэг вакцин хийлгэсний дараа улайх, хавдах, халуурах, толгой өвдөх, ядарч сульдах зэрэг хариу урвал илэрч болох бөгөөд маш ховор тохиолдолд саажилт, мэдрэлийн үрэвсэл илэрч болно.","After the flu vaccine, reactions such as redness, swelling, fever, headache and fatigue may appear, and in very rare cases paralysis or nerve inflammation may occur.",0,influenza,0,itoim.mn,https://itoim.mn/article/6mS4l/14267
"Pfizer/BioNTech-ийн BNT162b2 вакцины клиник туршилтад хүний биед ноцтой аюултай гаж нөлөө илрээгүй бөгөөд түгээмэл гаж нөлөө нь тариулсан хэсэгт зовуурлах, халуурах, толгой өвдөх зэрэг богино хугацааны шинж тэмдэг байсан.","In clinical trials of Pfizer/BioNTech's BNT162b2 vaccine, no serious dangerous side effects appeared in the human body, and common side effects were short-term symptoms such as injection-site soreness, fever and headache.",1,COVID,1,itoim.mn,https://itoim.mn/article/klvn7/24880
"АНУ-ын Хүнс, эмийн хяналтын газрын мэргэжилтнүүд BNT162b2 вакцины аюулгүй байдлын нэмэлт судалгаанууд хийгдэх хүртэл 16 ба түүнээс доош насны хүүхэд, жирэмсэн эмэгтэй, ХДХВ-ийн халдвартай болон өмнө нь COVID-19 туссан иргэдийг дархлаажуулалтад хамруулахгүй байхыг зөвлөсөн.","US FDA experts recommended not immunising children aged 16 and under, pregnant women, people with HIV and those who previously had COVID-19 until additional safety studies of the BNT162b2 vaccine were conducted.",0,COVID,1,itoim.mn,https://itoim.mn/article/klvn7/24880
Уг вакциныг зорилтот бүлгийн хүн амдаа зориулан дархлаажуулалтыг хийнэ.,The vaccine will be administered as immunisation for the target population group.,0,influenza,0,itoim.mn,https://itoim.mn/article/rFwn8/23447
Энэ жилийн вакциныг есдүгээр сарын сүүлээр эхлүүлэх төлөвлөгөөтэй байгааг ЭМЯ-ны холбогдох албаныхан хэллээ.,Ministry of Health officials said this year's vaccine is planned to start in late September.,0,influenza,0,itoim.mn,https://itoim.mn/article/rFwn8/23447
Улаанбаатар хотын хэмжээнд өнөөдрөөс эхлэн 65-аас дээш насны иргэдийг “Sputnik-V” вакцинд хамруулж байна.,"From today, residents over 65 in Ulaanbaatar are being given the Sputnik-V vaccine.",0,COVID,1,itoim.mn,https://itoim.mn/article/mB0d0/27472
Нийслэлийн 9 дүүргийн 11 байршилд “Sputnik-V” вакцин хийх цэгүүдийг ажиллуулж байна.,Sputnik-V vaccination points are operating at 11 locations across the capital's 9 districts.,0,COVID,1,itoim.mn,https://itoim.mn/article/mB0d0/27472
Монгол Улсын Засгийн газар БНХАУ-ын Синофарм компанитай хийсэн гэрээний дагуу өнөөдөр ээлжит 334.400 тун Вероселл вакцин хүлээн авна.,"Under an agreement with China's Sinopharm, the Mongolian government will receive another 334,400 doses of Vero Cell vaccine today.",0,COVID,1,itoim.mn,https://itoim.mn/article/qQrIr/27307
COVAX хөтөлбөрийн хүрээнд Монгол Улс нэгдүгээр улиралд 188 мянган тун вакцин хүлээн авахаар төлөвлөж байна.,"Under the COVAX programme, Mongolia plans to receive 188,000 doses of vaccine in the first quarter.",0,COVID,1,itoim.mn,https://itoim.mn/article/qJ0ty/25782
Вакциныг сайн дурын үндсэн дээр хийнэ. Гэхдээ вакциныг заавал хийлгэх хэрэгтэй гэж зөвлөж байна.,"The vaccine will be given on a voluntary basis. However, it is recommended to get vaccinated.",0,COVID,1,itoim.mn,https://itoim.mn/article/nMbce/26444
